tweet_id,favorites,retweets,user_followers,user_favourites,date_time
870804317367881728,34172,6442,5634339,130684,2017-06-03 00:48:22
870726314365509632,120,3,5634339,130684,2017-06-02 19:38:25
870656317836468226,12663,2757,5634339,130684,2017-06-02 15:00:16
870374049280663552,84039,27170,5634339,130684,2017-06-01 20:18:38
870308999962521604,22190,4299,5634341,130684,2017-06-01 16:00:09
870063196459192321,37320,8653,5634341,130684,2017-05-31 23:43:25
869772420881756160,43175,10445,5634341,130684,2017-05-31 04:27:59
869702957897576449,28761,6570,5634341,130684,2017-05-30 23:51:58
869596645499047938,16281,3256,5634341,130684,2017-05-30 16:49:31
869227993411051520,20850,3943,5634341,130684,2017-05-29 16:24:37
868880397819494401,66896,15061,5634341,130684,2017-05-28 17:23:24
868639477480148993,0,2187,5634341,130684,2017-05-28 01:26:04
868622495443632128,27950,6163,5634341,130684,2017-05-28 00:18:35
868552278524837888,10400,2187,5634341,130684,2017-05-27 19:39:34
867900495410671616,24695,4359,5634341,130684,2017-05-26 00:29:37
867774946302451713,34752,7643,5634341,130684,2017-05-25 16:10:44
867421006826221569,16546,2636,5634341,130684,2017-05-24 16:44:18
867072653475098625,0,132,5634341,130684,2017-05-23 17:40:04
867051520902168576,33017,8257,5634342,130684,2017-05-23 16:16:06
866720684873056260,20616,5066,5634342,130684,2017-05-22 18:21:28
866686824827068416,19839,3653,5634342,130684,2017-05-22 16:06:55
866450705531457537,124669,36854,5634342,130684,2017-05-22 00:28:40
866334964761202691,54000,15201,5634342,130684,2017-05-21 16:48:45
866094527597207552,0,8771,5634343,130684,2017-05-21 00:53:21
865718153858494464,26307,5884,5634343,130684,2017-05-19 23:57:46
865359393868664832,27205,5257,5634343,130684,2017-05-19 00:12:11
865006731092295680,28763,8071,5634343,130684,2017-05-18 00:50:50
864873206498414592,33252,9196,5634345,130684,2017-05-17 16:00:15
864279568663928832,15023,3216,5634346,130684,2017-05-16 00:41:21
864197398364647424,31056,9428,5634346,130684,2017-05-15 19:14:50
863907417377173506,21221,4356,5634346,130684,2017-05-15 00:02:33
863553081350529029,15738,4393,5634346,130684,2017-05-14 00:34:33
863471782782697472,0,2621,5634346,130684,2017-05-13 19:11:30
863432100342583297,24513,5561,5634347,130684,2017-05-13 16:33:49
863427515083354112,2327,103,5634347,130684,2017-05-13 16:15:35
863079547188785154,9014,1163,5634347,130684,2017-05-12 17:12:53
863062471531167744,8827,2621,5634347,130684,2017-05-12 16:05:02
862831371563274240,19781,5351,5634347,130684,2017-05-12 00:46:44
862722525377298433,17584,3735,5634346,130684,2017-05-11 17:34:13
862457590147678208,21213,5260,5634347,130684,2017-05-11 00:01:27
862096992088072192,77048,24648,5634347,130684,2017-05-10 00:08:34
861383897657036800,37265,11318,5634347,130684,2017-05-08 00:54:59
861288531465048066,17778,4415,5634347,130684,2017-05-07 18:36:02
861005113778896900,17298,4034,5634347,130684,2017-05-06 23:49:50
860981674716409858,0,2286,5634347,130684,2017-05-06 22:16:42
860924035999428608,0,870,5634348,130684,2017-05-06 18:27:40
860563773140209665,7770,2286,5634348,130684,2017-05-05 18:36:06
860524505164394496,24413,5587,5634349,130684,2017-05-05 16:00:04
860276583193509888,18930,3682,5634350,130684,2017-05-04 23:34:55
860184849394610176,17262,6201,5634350,130684,2017-05-04 17:30:24
860177593139703809,0,32769,5634350,130684,2017-05-04 17:01:34
859924526012018688,19787,4272,5634350,130684,2017-05-04 00:15:58
859851578198683649,15930,3721,5634350,130684,2017-05-03 19:26:06
859607811541651456,19259,1672,5634350,130684,2017-05-03 03:17:27
859196978902773760,93291,32202,5634351,130684,2017-05-02 00:04:57
859074603037188101,35149,14480,5634351,130684,2017-05-01 15:58:40
858860390427611136,0,8651,5634351,130684,2017-05-01 01:47:28
858843525470990336,16118,3699,5634353,130684,2017-05-01 00:40:27
858471635011153920,22331,5163,5634353,130684,2017-04-30 00:02:42
858107933456039936,16337,3102,5634353,130684,2017-04-28 23:57:28
857989990357356544,16746,2756,5634353,130684,2017-04-28 16:08:49
857746408056729600,35586,11309,5634353,130684,2017-04-28 00:00:54
857393404942143489,6148,1744,5634353,130684,2017-04-27 00:38:11
857263160327368704,20778,4837,5634353,130684,2017-04-26 16:00:39
857214891891077121,240,20,5634354,130684,2017-04-26 12:48:51
857062103051644929,0,181,5634356,130684,2017-04-26 02:41:43
857029823797047296,19682,4284,5634356,130684,2017-04-26 00:33:27
856602993587888130,0,11428,5634357,130684,2017-04-24 20:17:23
856543823941562368,16949,3083,5634357,130684,2017-04-24 16:22:16
856526610513747968,12313,2020,5634357,130684,2017-04-24 15:13:52
856330835276025856,0,722,5634357,130684,2017-04-24 02:15:55
856288084350160898,534,17,5634357,130684,2017-04-23 23:26:03
856282028240666624,28772,6736,5634358,130684,2017-04-23 23:01:59
855862651834028034,361,28,5634358,130684,2017-04-22 19:15:32
855860136149123072,4997,1104,5634358,130684,2017-04-22 19:05:32
855857698524602368,12355,2273,5634358,130684,2017-04-22 18:55:51
855851453814013952,47308,18906,5634358,130684,2017-04-22 18:31:02
855818117272018944,27740,5842,5634357,130684,2017-04-22 16:18:34
855459453768019968,31296,8852,5634357,130684,2017-04-21 16:33:22
855245323840757760,0,6441,5634358,130684,2017-04-21 02:22:29
855138241867124737,0,49,5634358,130684,2017-04-20 19:16:59
854732716440526848,23907,6567,5634358,130684,2017-04-19 16:25:34
854482394044301312,30728,7441,5634358,130684,2017-04-18 23:50:52
854365224396361728,19787,5068,5634358,130684,2017-04-18 16:05:17
854120357044912130,33477,8133,5634358,130684,2017-04-17 23:52:16
854010172552949760,16962,3388,5634358,130684,2017-04-17 16:34:26
853760880890318849,30066,6279,5634358,130684,2017-04-17 00:03:50
853639147608842240,36686,11044,5634359,130684,2017-04-16 16:00:07
853299958564483072,16320,3864,5634359,130684,2017-04-15 17:32:18
852936405516943360,0,2190,5634360,130684,2017-04-14 17:27:40
852912242202992640,9507,2002,5634360,130684,2017-04-14 15:51:39
852672615818899456,15724,2336,5634360,130684,2017-04-13 23:59:28
852553447878664193,17274,3817,5634360,130684,2017-04-13 16:05:56
852311364735569921,34901,10776,5634360,130684,2017-04-13 00:03:59
852226086759018497,21091,7433,5634360,130684,2017-04-12 18:25:07
852189679701164033,12084,1717,5634360,130684,2017-04-12 16:00:27
851953902622658560,0,10505,5634360,130684,2017-04-12 00:23:33
851861385021730816,0,23,5634362,130684,2017-04-11 18:15:55
851591660324737024,17104,3772,5634362,130684,2017-04-11 00:24:08
851464819735769094,25648,7710,5634362,130684,2017-04-10 16:00:07
851224888060895234,21840,6243,5634362,130684,2017-04-10 00:06:42
850753642995093505,32916,10168,5634362,130684,2017-04-08 16:54:09
850380195714523136,13821,2858,5634362,130684,2017-04-07 16:10:12
850333567704068097,3605,363,5634362,130684,2017-04-07 13:04:55
850145622816686080,17308,4173,5634362,130684,2017-04-07 00:38:06
850019790995546112,21675,5364,5634362,130684,2017-04-06 16:18:05
849776966551130114,32313,8336,5634362,130684,2017-04-06 00:13:11
849668094696017920,0,5433,5634363,130684,2017-04-05 17:00:34
849412302885593088,16838,3431,5634363,130684,2017-04-05 00:04:08
849336543269576704,12111,2068,5634363,130684,2017-04-04 19:03:06
849051919805034497,44409,9291,5634363,130684,2017-04-04 00:12:06
848690551926992896,26772,4737,5634363,130684,2017-04-03 00:16:10
848324959059550208,26321,5047,5634363,130684,2017-04-02 00:03:26
848213670039564288,8709,818,5634363,130684,2017-04-01 16:41:12
848212111729840128,17389,3380,5634363,130684,2017-04-01 16:35:01
847978865427394560,0,3587,5634363,130684,2017-04-01 01:08:10
847971574464610304,0,470,5634364,130684,2017-04-01 00:39:12
847962785489326080,24989,5641,5634365,130684,2017-04-01 00:04:17
847842811428974592,5852,1486,5634365,130684,2017-03-31 16:07:33
847617282490613760,7464,459,5634365,130684,2017-03-31 01:11:22
847606175596138505,19949,3707,5634365,130684,2017-03-31 00:27:14
847251039262605312,21735,4709,5634365,130684,2017-03-30 00:56:03
847157206088847362,21298,6448,5634365,130684,2017-03-29 18:43:12
847116187444137987,22821,3513,5634365,130684,2017-03-29 16:00:12
846874817362120707,21407,4330,5634365,130684,2017-03-29 00:01:05
846514051647705089,47714,12809,5634365,130684,2017-03-28 00:07:32
846505985330044928,15103,3418,5634365,130684,2017-03-27 23:35:28
846153765933735936,33921,10015,5634365,130684,2017-03-27 00:15:53
846139713627017216,32848,10789,5634365,130684,2017-03-26 23:20:02
846042936437604353,17064,3172,5634365,130684,2017-03-26 16:55:29
845812042753855489,31285,9675,5634364,130684,2017-03-26 01:38:00
845677943972139009,26812,5270,5634032,130683,2017-03-25 16:45:08
845459076796616705,0,14766,5634365,130684,2017-03-25 02:15:26
845397057150107648,8144,2026,5634365,130684,2017-03-24 22:08:59
845306882940190720,24935,5944,5634365,130684,2017-03-24 16:10:40
845098359547420673,0,8488,5634366,130684,2017-03-24 02:22:04
844979544864018432,14557,2856,5634367,130684,2017-03-23 18:29:57
844973813909606400,16165,3549,5634367,130684,2017-03-23 18:07:10
844704788403113984,41440,11428,5634367,130684,2017-03-23 00:18:10
844580511645339650,17627,3469,5634367,130684,2017-03-22 16:04:20
844223788422217728,14580,2420,5634367,130684,2017-03-21 16:26:50
843981021012017153,16144,3223,5634367,130684,2017-03-21 00:22:10
843856843873095681,22908,5132,5634368,130684,2017-03-20 16:08:44
843604394117681152,18088,3027,5634368,130684,2017-03-19 23:25:35
843235543001513987,23030,6718,5634368,130684,2017-03-18 22:59:54
842846295480000512,16268,3950,5634368,130684,2017-03-17 21:13:10
842765311967449089,7235,1418,5634368,130684,2017-03-17 15:51:22
842535590457499648,19376,3867,5634368,130684,2017-03-17 00:38:32
842163532590374912,26257,6441,5634368,130684,2017-03-16 00:00:07
842115215311396866,15031,3336,5634369,130684,2017-03-15 20:48:07
841833993020538882,0,17108,5634369,130684,2017-03-15 02:10:39
841680585030541313,27499,8601,5634369,130684,2017-03-14 16:01:03
841439858740625411,13580,4092,5634369,130684,2017-03-14 00:04:30
841320156043304961,21158,6005,5634369,130684,2017-03-13 16:08:50
841314665196081154,17053,5222,5634369,130684,2017-03-13 15:47:01
841077006473256960,24606,5884,5634370,130684,2017-03-13 00:02:39
840761248237133825,0,1945,5634370,130684,2017-03-12 03:07:56
840728873075638272,0,17958,5634370,130684,2017-03-12 00:59:17
840698636975636481,196,3,5634370,130684,2017-03-11 22:59:09
840696689258311684,13224,1097,5634370,130684,2017-03-11 22:51:24
840632337062862849,9648,1945,5634370,130684,2017-03-11 18:35:42
840370681858686976,17701,5062,5634370,130684,2017-03-11 01:15:58
840268004936019968,20703,6375,5634370,130684,2017-03-10 18:27:58
839990271299457024,14445,2550,5634370,130684,2017-03-10 00:04:21
839549326359670784,29603,8651,5634371,130684,2017-03-08 18:52:12
839290600511926273,0,157,5634371,130684,2017-03-08 01:44:07
839239871831150596,29277,7297,5634372,130684,2017-03-07 22:22:32
838952994649550848,21090,4437,5634372,130684,2017-03-07 03:22:35
838921590096166913,12031,2310,5634372,130684,2017-03-07 01:17:48
838916489579200512,0,37,5634372,130684,2017-03-07 00:57:32
838831947270979586,0,12364,5634372,130684,2017-03-06 19:21:35
838561493054533637,11750,1480,5634372,130684,2017-03-06 01:26:54
838476387338051585,24343,5381,5634373,130684,2017-03-05 19:48:43
838201503651401729,0,11278,5634373,130684,2017-03-05 01:36:26
838150277551247360,1805,361,5634373,130684,2017-03-04 22:12:52
838085839343206401,149,0,5634373,130684,2017-03-04 17:56:49
838083903487373313,18965,3510,5634374,130684,2017-03-04 17:49:08
837820167694528512,36852,8771,5634377,130684,2017-03-04 00:21:08
837482249356513284,4151,490,5634377,130684,2017-03-03 01:58:22
837471256429613056,13811,2575,5634377,130684,2017-03-03 01:14:41
837366284874571778,22769,5910,5634377,130684,2017-03-02 18:17:34
837110210464448512,17260,2685,5634377,130684,2017-03-02 01:20:01
837012587749474308,0,85,5634377,130684,2017-03-01 18:52:06
836989968035819520,13712,2564,5634377,130684,2017-03-01 17:22:13
836753516572119041,20749,5152,5634377,130684,2017-03-01 01:42:39
836677758902222849,13593,2475,5634377,130684,2017-02-28 20:41:37
836648853927522308,0,616,5634377,130684,2017-02-28 18:46:45
836397794269200385,0,30768,5634377,130684,2017-02-28 02:09:08
836380477523124226,15867,3284,5634377,130684,2017-02-28 01:00:19
836260088725786625,22896,4777,5634378,130684,2017-02-27 17:01:56
836001077879255040,20637,4837,5634378,130684,2017-02-26 23:52:43
835685285446955009,0,9158,5634379,130684,2017-02-26 02:57:52
835574547218894849,19209,4060,5634379,130684,2017-02-25 19:37:50
835536468978302976,0,1899,5634379,130684,2017-02-25 17:06:32
835309094223372289,0,23539,5634379,130684,2017-02-25 02:03:02
835297930240217089,17662,3336,5634379,130684,2017-02-25 01:18:40
835264098648616962,8384,1899,5634380,130684,2017-02-24 23:04:14
835246439529840640,2239,81,5634380,130684,2017-02-24 21:54:03
835172783151792128,28186,6425,5634382,130684,2017-02-24 17:01:22
835152434251116546,24247,3387,5634382,130684,2017-02-24 15:40:31
834931633769889797,11700,1847,5634382,130684,2017-02-24 01:03:08
834786237630337024,22715,6074,5634382,130684,2017-02-23 15:25:23
834574053763584002,14812,2837,5634382,130684,2017-02-23 01:22:14
834477809192075265,0,11960,5634382,130684,2017-02-22 18:59:48
834458053273591808,10389,1870,5634382,130684,2017-02-22 17:41:18
834209720923721728,22276,5376,5634382,130684,2017-02-22 01:14:30
834167344700198914,16990,4063,5634382,130684,2017-02-21 22:26:07
834089966724603904,10853,2383,5634383,130684,2017-02-21 17:18:39
834086379323871233,14120,2476,5634383,130684,2017-02-21 17:04:24
833863086058651648,14484,2683,5634382,130684,2017-02-21 02:17:06
833826103416520705,16552,3848,5634383,130684,2017-02-20 23:50:09
833732339549220864,0,244,5634383,130684,2017-02-20 17:37:34
833722901757046785,22337,3581,5634383,130684,2017-02-20 17:00:04
833479644947025920,16061,2312,5634383,130684,2017-02-20 00:53:27
833124694597443584,21874,5433,5634383,130684,2017-02-19 01:23:00
832998151111966721,14389,2486,5634383,130684,2017-02-18 17:00:10
832769181346996225,0,44,5634383,130684,2017-02-18 01:50:19
832757312314028032,18213,4052,5634383,130684,2017-02-18 01:03:09
832682457690300417,12859,3311,5634383,130684,2017-02-17 20:05:43
832645525019123713,3149,582,5634387,130684,2017-02-17 17:38:57
832636094638288896,17167,3159,5634387,130684,2017-02-17 17:01:29
832397543355072512,12957,2501,5634387,130684,2017-02-17 01:13:34
832369877331693569,18570,3587,5634387,130684,2017-02-16 23:23:38
832273440279240704,12233,2616,5634387,130684,2017-02-16 17:00:25
832215909146226688,0,6934,5634387,130684,2017-02-16 13:11:49
832215726631055365,0,10498,5634387,130684,2017-02-16 13:11:05
832088576586297345,72,2,5634387,130684,2017-02-16 04:45:50
832040443403784192,0,10912,5634387,130684,2017-02-16 01:34:34
832032802820481025,19320,5231,5634387,130684,2017-02-16 01:04:13
831939777352105988,26010,6906,5634388,130684,2017-02-15 18:54:34
831926988323639298,368,38,5634388,130684,2017-02-15 18:03:45
831911600680497154,29987,7336,5634388,130684,2017-02-15 17:02:36
831670449226514432,11332,2035,5634388,130684,2017-02-15 01:04:21
831650051525054464,7785,2190,5634388,130684,2017-02-14 23:43:18
831552930092285952,9763,2581,5634388,130684,2017-02-14 17:17:22
831322785565769729,9943,1715,5634388,130684,2017-02-14 02:02:51
831315979191906304,7029,1250,5634388,130684,2017-02-14 01:35:49
831309418084069378,12680,2734,5634389,130684,2017-02-14 01:09:44
831262627380748289,12910,2311,5634389,130684,2017-02-13 22:03:49
830956169170665475,8635,1700,5634389,130684,2017-02-13 01:46:03
830583320585068544,72560,18942,5634389,130684,2017-02-12 01:04:29
830173239259324417,0,6417,5634390,130684,2017-02-10 21:54:58
830097400375152640,10669,3385,5634390,130684,2017-02-10 16:53:37
829878982036299777,0,5640,5634390,130684,2017-02-10 02:25:42
829861396166877184,13290,2205,5634390,130684,2017-02-10 01:15:49
829501995190984704,34446,11960,5634390,130684,2017-02-09 01:27:41
829449946868879360,11393,2290,5634390,130684,2017-02-08 22:00:52
829374341691346946,37642,10505,5634390,130684,2017-02-08 17:00:26
829141528400556032,26622,8353,5634390,130684,2017-02-08 01:35:19
829011960981237760,57528,18254,5634390,130684,2017-02-07 17:00:28
828801551087042563,0,3828,5634390,130684,2017-02-07 03:04:22
828770345708580865,27762,6617,5634390,130684,2017-02-07 01:00:22
828708714936930305,39768,12626,5634390,130684,2017-02-06 20:55:28
828650029636317184,10346,1511,5634390,130684,2017-02-06 17:02:17
828409743546925057,6830,1288,5634390,130684,2017-02-06 01:07:28
828408677031882754,8307,1442,5634390,130684,2017-02-06 01:03:14
828381636999917570,13710,2494,5634390,130684,2017-02-05 23:15:47
828376505180889089,8027,1191,5634390,130684,2017-02-05 22:55:23
828372645993398273,13596,3284,5634390,130684,2017-02-05 22:40:03
828361771580813312,2379,192,5634391,130684,2017-02-05 21:56:51
828046555563323392,12799,3208,5634391,130684,2017-02-05 01:04:17
828011680017821696,11266,2405,5634391,130684,2017-02-04 22:45:42
827933404142436356,21924,5886,5634391,130684,2017-02-04 17:34:40
827653905312006145,16794,3374,5634391,130684,2017-02-03 23:04:02
827600520311402496,8065,1061,5634391,130684,2017-02-03 19:31:54
827324948884643840,17281,3436,5634393,130684,2017-02-03 01:16:53
827199976799354881,11519,2524,5634394,130684,2017-02-02 17:00:17
826958653328592898,23480,5640,5634394,130684,2017-02-02 01:01:21
826848821049180160,39803,11597,5634395,130684,2017-02-01 17:44:55
826615380357632002,0,4441,5634395,130684,2017-02-01 02:17:19
826598799820865537,5573,288,5634395,130684,2017-02-01 01:11:25
826598365270007810,10973,2650,5634395,130684,2017-02-01 01:09:42
826476773533745153,20047,4731,5634395,130684,2017-01-31 17:06:32
826240494070030336,14442,2921,5634395,130684,2017-01-31 01:27:39
826204788643753985,5294,1058,5634395,130684,2017-01-30 23:05:46
826115272272650244,17087,3541,5634395,130684,2017-01-30 17:10:04
825876512159186944,11384,2108,5634395,130684,2017-01-30 01:21:19
825829644528148480,13866,2807,5634395,130684,2017-01-29 22:15:05
825535076884762624,56663,19405,5634398,130684,2017-01-29 02:44:34
825147591692263424,19956,5162,5634398,130684,2017-01-28 01:04:51
825120256414846976,0,1454,5634398,130684,2017-01-27 23:16:13
825026590719483904,6933,1454,5634398,130684,2017-01-27 17:04:02
824796380199809024,0,6191,5634398,130684,2017-01-27 01:49:15
824775126675836928,16312,3985,5634398,130684,2017-01-27 00:24:48
824663926340194305,10974,1958,5634398,130684,2017-01-26 17:02:56
824325613288833024,12834,11685,5634398,130684,2017-01-25 18:38:36
824297048279236611,16400,4373,5634398,130684,2017-01-25 16:45:05
824025158776213504,5197,671,5634401,130684,2017-01-24 22:44:42
823939628516474880,11613,3064,5634401,130684,2017-01-24 17:04:50
823719002937630720,0,12729,5634401,130684,2017-01-24 02:28:08
823699002998870016,13690,2725,5634400,130684,2017-01-24 01:08:40
823581115634085888,14224,2992,5634400,130684,2017-01-23 17:20:14
823333489516937216,766,30,5634400,130684,2017-01-23 00:56:15
823322678127919110,17201,4552,5634401,130684,2017-01-23 00:13:17
823269594223824897,0,11169,5634402,130684,2017-01-22 20:42:21
822975315408461824,18898,3887,5634402,130684,2017-01-22 01:12:59
822872901745569793,144116,49728,5634070,130683,2017-01-21 18:26:02
822859134160621569,14422,2580,5634403,130684,2017-01-21 17:31:20
822647212903690241,0,7246,5634403,130684,2017-01-21 03:29:14
822610361945911296,16130,3351,5634403,130684,2017-01-21 01:02:48
822489057087389700,19844,7246,5634403,130684,2017-01-20 17:00:46
822462944365645825,31354,16779,5634403,130684,2017-01-20 15:17:01
822244816520155136,38340,11169,5634403,130684,2017-01-20 00:50:15
822163064745328640,0,5459,5634403,130684,2017-01-19 19:25:24
821886076407029760,12421,2646,5634403,130684,2017-01-19 01:04:45
821813639212650496,0,3773,5634403,130684,2017-01-18 20:16:54
821765923262631936,9221,1873,5634403,130684,2017-01-18 17:07:18
821522889702862852,8765,1998,5634406,130684,2017-01-18 01:01:34
821421320206483457,0,6337,5634406,130684,2017-01-17 18:17:58
821407182352777218,12911,4947,5634406,130684,2017-01-17 17:21:47
821153421864615936,275,10,5634406,130684,2017-01-17 00:33:26
821149554670182400,9576,2275,5634407,130684,2017-01-17 00:18:04
821107785811234820,10516,2422,5634407,130684,2017-01-16 21:32:06
821044531881721856,13857,2587,5634407,130684,2017-01-16 17:20:45
820837357901512704,0,7586,5634407,130684,2017-01-16 03:37:31
820749716845686786,34553,11278,5634407,130684,2017-01-15 21:49:15
